Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references,Category,DecisionReason
pub.1093985258,10.1109/slt.2006.326803,Design and Evaluation of the 2006 BBN English/IRAQI Two-Way Speech Translation System,"In this paper, we present a 2-way speech-to-speech translation system for English and Iraqi colloquial Arabic, the dialect of Arabic spoken by ordinary people in Iraq. The application domain of the system is military force protection, including municipal services surveys, detainee screening, and descriptions of people, houses, vehicles, etc. The system uses statistical speech recognition, and a combination of prerecorded questions and statistical machine translation with speech synthesis to translate the speech recognition output. We present evaluation results, along with an analysis of the gap between Iraqi-to-English and English-to-Iraqi translation performance.",2006 IEEE Spoken Language Technology Workshop,2006,,,254-257,"Stallard, David; Choi, Fred; Krstovski, Kriste; Natarajan, Prem; Prasad, Rohit; Saleem, Shirin; Suleiman, Raid",RTX BBN Technologies Corp,United States,https://app.dimensions.ai/details/publication/pub.1093985258,1,"[]|[]|Proceedings of the 41st Annual Meeting on Association for Computational Linguistics  - ACL '03|2003|1||160-167|10.3115/1075096.1075117|pub.1099239677|736;[]|[]|Lecture Notes in Computer Science|2004|3265||115-124|10.1007/978-3-540-30194-3_13|pub.1009628517|178;[]|[]|2013 IEEE International Conference on Acoustics, Speech and Signal Processing|1999|2||645-648 vol.2|10.1109/icassp.1999.759749|pub.1095252726|8;[]|[]|2006 IEEE International Conference on Acoustics Speed and Signal Processing Proceedings|2006|5||v-1225-v-1228|10.1109/icassp.2006.1661503|pub.1095606266|2;[]|[]|Computer Speech & Language|2002|16|1|25-47|10.1006/csla.2001.0182|pub.1008952446|197;[]|[]|Proceedings of the 2003 Conference of the North American Chapter of the Association for Computational Linguistics on Human Language Technology  - NAACL '03|2003|1||48-54|10.3115/1073445.1073462|pub.1043444329|978;[]|[]|2006 IEEE International Conference on Acoustics Speed and Signal Processing Proceedings|2006|5||v-1213-v-1216|10.1109/icassp.2006.1661500|pub.1094727171|10;[]|[]|Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.|2005|1||i-1017-i-1020|10.1109/icassp.2005.1415289|pub.1093854454|13",Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1095235482,10.1109/slt.2006.326802,Experimental Facility for Measuring the Impact of Environmental Noise and Speaker Variation on Speech-to-Speech Translation Devices,"We describe the construction and use of a laboratory facility for testing the performance of speech-to-speech translation devices. Approximately 1500 English phrases from various military domains were recorded as spoken by each of 30 male and 12 female English speakers with variation in speaker accent, for a total of approximately 60,000 phrases available for experimentation. We describe an initial experiment using the facility which shows the impact of environmental noise and speaker variability on phrase recognition accuracy for two commercially available one-way speech-to-speech translation devices configured for English-to-Arabic.",2006 IEEE Spoken Language Technology Workshop,2006,,,250-253,"Jones, Douglas A.; Jairam, Arvind; Shen, Wade; Gatewood, Paul; Tardelli, John; Emonts, Michael",ARCON Corporation; Defense Language Institute Foreign Language Center; MIT Lincoln Laboratory,United States,https://app.dimensions.ai/details/publication/pub.1095235482,0,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1094171339,10.1109/icassp.2008.4518775,UNSUPERVISED TRAINING FOR FARSI-ENGLISH SPEECH-TO-SPEECH TRANSLATION,"Speech-to-speech translation has evolved into an attractive area in recent years with significant progress made by various research groups. However, the translation engines usually suffer from the lack ofbilingual training data, especially for low-resource languages. In this paper we present an unsupervised training technique to alleviate this problem by taking advantage of available source language data. Different approaches are proposed and compared through extensive experiments conducted on a speech-to-speech translation task between Farsi and English. The translation performance is significantly improved in both directions with the enhanced translation model. A state-of-the-art Farsi automatic speech recognition system is also established in this work.","2013 IEEE International Conference on Acoustics, Speech and Signal Processing",2008,,,4977-4980,"Xiang, Bing; Deng, Yonggang; Gao, Yuqing",Thomas J Watson Research Center,United States,https://app.dimensions.ai/details/publication/pub.1094171339,3,"[]|[]|Proceedings of the 21st International Conference on Computational Linguistics and the 44th annual meeting of the ACL  - ACL '06|2006|||769-776|10.3115/1220175.1220272|pub.1099222026|11;[]|[]|2006 IEEE International Conference on Acoustics Speed and Signal Processing Proceedings|2006|5||v-1205-v-1208|10.1109/icassp.2006.1661498|pub.1095060969|21;[]|[]|6th European Conference on Speech Communication and Technology|1999|||2725-2728|10.21437/eurospeech.1999-682|pub.1175706885|20;[]|[]|2006 IEEE International Conference on Acoustics Speed and Signal Processing Proceedings|2006|3||iii-1056-iii-1059|10.1109/icassp.2006.1660839|pub.1094230062|30;[]|[]|Computational Linguistics|2003|29|1|19-51|10.1162/089120103321337421|pub.1042637788|1213;[]|[]|Proceedings of the 40th Annual Meeting on Association for Computational Linguistics  - ACL '02|2001|||311-318|10.3115/1073083.1073135|pub.1099239594|15415;[]|[]|Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.|2005|1||i - 961-i - 964|10.1109/icassp.2005.1415275|pub.1095807500|169;[]|[]|Proceedings of the 42nd Annual Meeting on Association for Computational Linguistics  - ACL '04|2004|||175|10.3115/1218955.1218978|pub.1099221205|29;[]|[]|IEEE International Conference on Acoustics Speech and Signal Processing|2002|||877-880 vol.1|10.1109/icassp.2002.1005880|pub.1098806153|18;[]|[]|2013 IEEE International Conference on Acoustics, Speech and Signal Processing|1995|1||181-184 vol.1|10.1109/icassp.1995.479394|pub.1093190482|696;[]|[]|IEEE International Conference on Acoustics Speech and Signal Processing|2002|1||i-105-i-108|10.1109/icassp.2002.5743665|pub.1095535767|348;[]|[]|Lecture Notes in Computer Science|2004|3265||115-124|10.1007/978-3-540-30194-3_13|pub.1009628517|178",Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1093888304,10.1109/icassp.2012.6289032,AUTOMATIC PRONUNCIATION PREDICTION FOR TEXT- TO-SPEECH SYNTHESIS OF DIALECTAL ARABIC IN A SPEECH- TO-SPEECH TRANSLATION SYSTEM,"Text-to-speech synthesis (TTS) is the final stage in the speech-to-speech (S2S) translation pipeline, producing an audible rendition of translated text in the target language. TTS systems typically rely on a lexicon to look up pronunciations for each word in the input text. This is problematic when the target language is dialectal Ara-bic, because the statistical machine translation (SMT) system usually produces undiacritized text output. Many words in the latter possess multiple pronunciations; the correct choice must be inferred from context. In this paper, we present a weakly supervised pronunciation prediction approach for undiacritized dialectal Arabic in S2S systems that leverages automatic speech recognition (ASR) to obtain parallel training data for pronunciation prediction. Addition-ally, we show that incorporating source language features derived from SMT-generated automatic word alignment further improves automatic pronunciation prediction accuracy.","2012 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2012,,,4957-4960,"Ananthakrishnan, Sankaranarayanan; Tsakalidis, Stavros; Prasad, Rohit; Natarajan, Prem; Vembu, Aravind Namandi",RTX BBN Technologies Corp; University of Southern California,United States,https://app.dimensions.ai/details/publication/pub.1093888304,1,"[]|[]|Proceedings of the 21st International Conference on Computational Linguistics and the 44th annual meeting of the ACL  - ACL '06|2006|||577-584|10.3115/1220175.1220248|pub.1099222001|71;[]|[]|Human Language Technologies 2007: The Conference of the North American Chapter of the Association for Computational Linguistics; Companion Volume, Short Papers on XX - NAACL '07|2007|||53-56|10.3115/1614108.1614122|pub.1099151041|82;[]|[]|Proceedings of the 2003 Conference of the North American Chapter of the Association for Computational Linguistics on Human Language Technology  - NAACL '03|2003|1||48-54|10.3115/1073445.1073462|pub.1043444329|978;[]|[]|Proceedings of the ACL Workshop on Computational Approaches to Semitic Languages - Semitic '05|2005|||79|10.3115/1621787.1621802|pub.1099256542|45",Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1099256239,10.3115/1620853.1620895,Incremental adaptation of speech-to-speech translation,,"Proceedings of Human Language Technologies: The 2009 Annual Conference of the North American Chapter of the Association for Computational Linguistics, Companion Volume: Short Papers on - NAACL '09",2009,,,149,"Bach, Nguyen; Hsiao, Roger; Eck, Matthias; Charoenpornsawat, Paisarn; Vogel, Stephan; Schultz, Tanja; Lane, Ian; Waibel, Alex; Black, Alan W.",,,https://app.dimensions.ai/details/publication/pub.1099256239,6,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1099179700,10.3115/1557769.1557778,NICT-ATR speech-to-speech translation system,,Proceedings of the 45th Annual Meeting of the ACL on Interactive Poster and Demonstration Sessions - ACL '07,2007,,,25,"Sumita, Eiichiro; Shimizu, Tohru; Nakamura, Satoshi",,,https://app.dimensions.ai/details/publication/pub.1099179700,4,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1099222723,10.3115/1706257.1706265,S-MINDS 2-way speech-to-speech translation system,,Proceedings of the Workshop on Medical Speech Translation - MST '06,2006,,,44-45,"Ehsani, Farzad; Kimzey, Jim; Master, Demitrios; Sudre, Karen; Domingo, David; Park, Hunil",,,https://app.dimensions.ai/details/publication/pub.1099222723,2,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1099222706,10.3115/1706257.1706260,Speech to speech translation for medical triage in Korean,,Proceedings of the Workshop on Medical Speech Translation - MST '06,2006,,,13-19,"Ehsani, Farzad; Kimzey, Jim; Master, Demitrios; Sudre, Karen; Park, Hunil",,,https://app.dimensions.ai/details/publication/pub.1099222706,2,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1138946122,10.24812/nictjournal.59.3.4_213,Speech-to-Speech Translation System Field Experiments in All Over Japan,,情報通信研究機構研究報告,2012,59,3.4,213-223,"Yasuda, Keiji; Matsuda, Shigeki",,,https://app.dimensions.ai/details/publication/pub.1138946122,0,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1140683434,10.21437/interspeech.2010-679,Hierarchical classification for speech-to-speech translation,,Interspeech 2010,2010,,,2530-2533,"Ettelaie, Emil; Georgiou, Panayiotis G.; Narayanan, Shrikanth S.",,,https://app.dimensions.ai/details/publication/pub.1140683434,1,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1140682758,10.21437/interspeech.2009-76,Language identification for speech-to-speech translation,,Interspeech 2009,2009,,,204-207,"Lim, Daniel Chung Yong; Lane, Ian",,,https://app.dimensions.ai/details/publication/pub.1140682758,2,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1099237556,10.3115/1654576.1654584,Adapting a medical speech to speech translation system (MedSLT) to Arabic,,Proceedings of the 2007 Workshop on Computational Approaches to Semitic Languages Common Issues and Resources - Semitic '07,2007,,,41,"Bouillon, Pierrette; Halimi, Sonia; Rayner, Manny; Hockey, Beth Ann",,,https://app.dimensions.ai/details/publication/pub.1099237556,1,,Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
pub.1061786487,10.1109/tsa.2005.860774,The ATR Multilingual Speech-To-Speech Translation System,"In this paper, we describe the ATR multilingual speech-to-speech translation (S2ST) system, which is mainly focused on translation between English and Asian languages (Japanese and Chinese). There are three main modules of our S2ST system: large-vocabulary continuous speech recognition, machine text-to-text (T2T) translation, and text-to-speech synthesis. All of them are multilingual and are designed using state-of-the-art technologies developed at ATR. A corpus-based statistical machine learning framework forms the basis of our system design. We use a parallel multilingual database consisting of over 600 000 sentences that cover a broad range of travel-related conversations. Recent evaluation of the overall system showed that speech-to-speech translation quality is high, being at the level of a person having a Test of English for International Communication (TOEIC) score of 750 out of the perfect score of 990.",IEEE Transactions on Audio Speech and Language Processing,2006,14,2,365-376,"Nakamura, Satoshi; Markov, Konstantin; Nakaiwa, Hiromi; Kikui, Genichiro; Kawai, Hisashi; Jitsuhiro, Takatoshi; Zhang, Jin-Song; Yamamoto, Hirofumi; Sumita, Eiichiro; Yamamoto, Seiichi",Advanced Telecommunications Research Institute International,Japan,https://app.dimensions.ai/details/publication/pub.1061786487,108,"[]|[]|Lecture Notes in Computer Science|1998|1529||113-123|10.1007/3-540-49478-2_11|pub.1046714548|9;[]|[]|Journal of the American Statistical Association|1963|58|301|236-244|10.1080/01621459.1963.10500845|pub.1058299788|16442;[]|[]|2013 IEEE International Conference on Acoustics, Speech and Signal Processing|1988|||679-682 vol.1|10.1109/icassp.1988.196677|pub.1086217731|60;[]|[]|5th International Conference on Spoken Language Processing (ICSLP 1998)|1998|||paper 0826-0|10.21437/icslp.1998-580|pub.1149914377|4;[]|[]|8th European Conference on Speech Communication and Technology (Eurospeech 2003)|2003|||381-384|10.21437/eurospeech.2003-150|pub.1149911145|48;[]|[]|6th International Conference on Spoken Language Processing (ICSLP 2000)|2000|||vol. 3, 1105-1108-0|10.21437/icslp.2000-729|pub.1149915391|4;[]|[]|AI Magazine|1997|18|4|81-81|10.1609/aimag.v18i4.1323|pub.1160792850|14;[]|[]|7th European Conference on Speech Communication and Technology (Eurospeech 2001)|2001|||1241-1244|10.21437/eurospeech.2001-322|pub.1149910668|3;[]|[]|Proceedings of the workshop on Human Language Technology  - HLT '94|1994|||307-312|10.3115/1075812.1075885|pub.1017254450|387;[]|[]|2013 IEEE International Conference on Acoustics, Speech and Signal Processing|1992|1||573-576 vol.1|10.1109/icassp.1992.225855|pub.1086368148|75;[]|[]|2013 IEEE International Conference on Acoustics, Speech and Signal Processing|2000|3||1315-1318 vol.3|10.1109/icassp.2000.861820|pub.1095335420|626;[Wahlster, Wolfgang]|[]|Verbmobil: Foundations of Speech-to-Speech Translation|2000||||10.1007/978-3-662-04230-4|pub.1052004315|137;[]|[]|Proceedings of the 41st Annual Meeting on Association for Computational Linguistics  - ACL '03|2003|1||303-310|10.3115/1075096.1075135|pub.1099239696|17;[]|[]|Proceedings of the 19th international conference on Computational linguistics  -|2002|1||1-7|10.3115/1072228.1072278|pub.1023746578|29;[]|[]|5th International Conference on Spoken Language Processing (ICSLP 1998)|1998|||paper 0166-0|10.21437/icslp.1998-10|pub.1149913844|19;[]|[]|Systems and Computers in Japan|2007|38|6|70-79|10.1002/scj.20271|pub.1034912708|7;[]|[]|Proceedings of the workshop on Speech and Natural Language  - HLT '91|1992|||357-362|10.3115/1075527.1075614|pub.1001362849|769;[]|[]|Proceedings of the 19th international conference on Computational linguistics  -|2002|1||1-7|10.3115/1072228.1072304|pub.1024737435|19;[]|[]|Proceedings of the 41st Annual Meeting on Association for Computational Linguistics  - ACL '03|2003|1||447-454|10.3115/1075096.1075153|pub.1099239715|14;[]|[]|2nd International Conference on Spoken Language Processing (ICSLP 1992)|1992|||483-486|10.21437/icslp.1992-125|pub.1149912265|27;[]|[]|Machine Translation|1999|14|2|113-157|10.1023/a:1008109312730|pub.1009338736|120;[]|[]|Proceedings of the workshop on Data-driven methods in machine translation  -|2001|14||1-8|10.3115/1118037.1118038|pub.1099237442|26;[]|[]|Proceedings of the 41st Annual Meeting on Association for Computational Linguistics  - ACL '03|2003|1||319-326|10.3115/1075096.1075137|pub.1099239698|28;[]|[]|Proceedings of the workshop on Speech and Natural Language  - HLT '91|1991|||146-151|10.3115/112405.112427|pub.1099203901|91;[]|[]|Computer Speech & Language|1997|11|1|17-41|10.1006/csla.1996.0021|pub.1047604282|73;[]|[]|Computational Linguistics|2000|26|1|45-60|10.1162/089120100561629|pub.1030605640|69;[]|[]|Proceedings of the 15th conference on Computational linguistics  -|1994|2||983-986|10.3115/991250.991307|pub.1051272208|34;[]|[]|Proceedings of the first international conference on Human language technology research  - HLT '01|2001|||1-5|10.3115/1072133.1072170|pub.1038151624|6;[]|[]|First International Conference on Spoken Language Processing (ICSLP 1990)|1990|||337-340|10.21437/icslp.1990-85|pub.1149912219|5;[]|[]|Speech Communication|2003|41|2-3|369-379|10.1016/s0167-6393(02)00179-6|pub.1046381240|27;[]|[]|8th European Conference on Speech Communication and Technology (Eurospeech 2003)|2003|||2721-2724|10.21437/eurospeech.2003-525|pub.1149911561|11;[]|[]|7th European Conference on Speech Communication and Technology (Eurospeech 2001)|2001|||1661-1664|10.21437/eurospeech.2001-207|pub.1149910540|2",Catégorie A — Pertinence directe,Présence explicite d'un terme majeur de Traduction Automatique ou Traduction Vocale dans le titre.
